O funcionário possui perspicácia,1
O funcionário possui visão gerencial,1
O funcionário possui influência na empresa,1
O funcionário possui clareza,1
O funcionário possui qualidades,1
O funcionário possui experiência,1
O funcionário possui liderançavisão estratégica,1
O funcionário possui criatividade,1
O funcionário possui ética,1
O funcionário possui competências comportamentais,1
O funcionário possui assiduidade,1
O funcionário possui dedicação,1
O funcionário possui confiabilidade,1
O funcionário possui capacidade técnica,1
O funcionário possui facilidade com os problemas encontrados,1
O funcionário possui inovação,1
O funcionário possui competências técnicas,1
O funcionário possui educação,1
O funcionário possui organização,1
O funcionário possui comunicação,1
O funcionário possui inteligência social e emocional,1
O funcionário possui responsabilidade,1
O funcionário possui performance,1
O funcionário possui desenvoltura,1
O funcionário não possui perspicácia,-1
O funcionário não possui visão gerencial,-1
O funcionário não possui influência na empresa,-1
O funcionário não possui clareza,-1
O funcionário não possui qualidades,-1
O funcionário não possui experiência,-1
O funcionário não possui liderançavisão estratégica,-1
O funcionário não possui criatividade,-1
O funcionário não possui ética,-1
O funcionário não possui competências comportamentais,-1
O funcionário não possui assiduidade,-1
O funcionário não possui dedicação,-1
O funcionário não possui confiabilidade,-1
O funcionário não possui capacidade técnica,-1
O funcionário não possui facilidade com os problemas encontrados,-1
O funcionário não possui inovação,-1
O funcionário não possui competências técnicas,-1
O funcionário não possui educação,-1
O funcionário não possui organização,-1
O funcionário não possui comunicação,-1
O funcionário não possui inteligência social e emocional,-1
O funcionário não possui responsabilidade,-1
O funcionário não possui performance,-1
O funcionário não possui desenvoltura,-1
O funcionário possui muita perspicácia,2
O funcionário possui muita visão gerencial,2
O funcionário possui muita influência na empresa,2
O funcionário possui muita clareza,2
O funcionário possui muita qualidades,2
O funcionário possui muita experiência,2
O funcionário possui muita liderançavisão estratégica,2
O funcionário possui muita criatividade,2
O funcionário possui muita ética,2
O funcionário possui muita competências comportamentais,2
O funcionário possui muita assiduidade,2
O funcionário possui muita dedicação,2
O funcionário possui muita confiabilidade,2
O funcionário possui muita capacidade técnica,2
O funcionário possui muita facilidade com os problemas encontrados,2
O funcionário possui muita inovação,2
O funcionário possui muita competências técnicas,2
O funcionário possui muita educação,2
O funcionário possui muita organização,2
O funcionário possui muita comunicação,2
O funcionário possui muita inteligência social e emocional,2
O funcionário possui muita responsabilidade,2
O funcionário possui muita performance,2
O funcionário possui muita desenvoltura,2
O funcionário não possui muita perspicácia,-2
O funcionário não possui muita visão gerencial,-2
O funcionário não possui muita influência na empresa,-2
O funcionário não possui muita clareza,-2
O funcionário não possui muita qualidades,-2
O funcionário não possui muita experiência,-2
O funcionário não possui muita liderançavisão estratégica,-2
O funcionário não possui muita criatividade,-2
O funcionário não possui muita ética,-2
O funcionário não possui muita competências comportamentais,-2
O funcionário não possui muita assiduidade,-2
O funcionário não possui muita dedicação,-2
O funcionário não possui muita confiabilidade,-2
O funcionário não possui muita capacidade técnica,-2
O funcionário não possui muita facilidade com os problemas encontrados,-2
O funcionário não possui muita inovação,-2
O funcionário não possui muita competências técnicas,-2
O funcionário não possui muita educação,-2
O funcionário não possui muita organização,-2
O funcionário não possui muita comunicação,-2
O funcionário não possui muita inteligência social e emocional,-2
O funcionário não possui muita responsabilidade,-2
O funcionário não possui muita performance,-2
O funcionário não possui muita desenvoltura,-2
O funcionário possui muitíssima perspicácia,2
O funcionário possui muitíssima visão gerencial,2
O funcionário possui muitíssima influência na empresa,2
O funcionário possui muitíssima clareza,2
O funcionário possui muitíssima qualidades,2
O funcionário possui muitíssima experiência,2
O funcionário possui muitíssima liderançavisão estratégica,2
O funcionário possui muitíssima criatividade,2
O funcionário possui muitíssima ética,2
O funcionário possui muitíssima competências comportamentais,2
O funcionário possui muitíssima assiduidade,2
O funcionário possui muitíssima dedicação,2
O funcionário possui muitíssima confiabilidade,2
O funcionário possui muitíssima capacidade técnica,2
O funcionário possui muitíssima facilidade com os problemas encontrados,2
O funcionário possui muitíssima inovação,2
O funcionário possui muitíssima competências técnicas,2
O funcionário possui muitíssima educação,2
O funcionário possui muitíssima organização,2
O funcionário possui muitíssima comunicação,2
O funcionário possui muitíssima inteligência social e emocional,2
O funcionário possui muitíssima responsabilidade,2
O funcionário possui muitíssima performance,2
O funcionário possui muitíssima desenvoltura,2
O funcionário não possui muitíssima perspicácia,-2
O funcionário não possui muitíssima visão gerencial,-2
O funcionário não possui muitíssima influência na empresa,-2
O funcionário não possui muitíssima clareza,-2
O funcionário não possui muitíssima qualidades,-2
O funcionário não possui muitíssima experiência,-2
O funcionário não possui muitíssima liderançavisão estratégica,-2
O funcionário não possui muitíssima criatividade,-2
O funcionário não possui muitíssima ética,-2
O funcionário não possui muitíssima competências comportamentais,-2
O funcionário não possui muitíssima assiduidade,-2
O funcionário não possui muitíssima dedicação,-2
O funcionário não possui muitíssima confiabilidade,-2
O funcionário não possui muitíssima capacidade técnica,-2
O funcionário não possui muitíssima facilidade com os problemas encontrados,-2
O funcionário não possui muitíssima inovação,-2
O funcionário não possui muitíssima competências técnicas,-2
O funcionário não possui muitíssima educação,-2
O funcionário não possui muitíssima organização,-2
O funcionário não possui muitíssima comunicação,-2
O funcionário não possui muitíssima inteligência social e emocional,-2
O funcionário não possui muitíssima responsabilidade,-2
O funcionário não possui muitíssima performance,-2
O funcionário não possui muitíssima desenvoltura,-2
O empregado possui pouquíssimo conhecimento técnico,-2
O empregado possui pouquíssimo planejamento pessoal,-2
O empregado possui pouquíssimo comprometimento,-2
O empregado possui pouquíssimo compromisso com o trabalho,-2
O empregado possui pouquíssimo trabalho colaborativo,-2
O empregado possui pouquíssimo desempenho,-2
O empregado possui pouquíssimo esforço,-2
O empregado possui pouquíssimo perfil de gestor,-2
O empregado possui pouquíssimo raciocínio lógico,-2
O empregado possui pouquíssimo planejamento das atividades,-2
O empregado possui pouquíssimo respeito,-2
O empregado não possui pouquíssimo conhecimento técnico,2
O empregado não possui pouquíssimo planejamento pessoal,2
O empregado não possui pouquíssimo comprometimento,2
O empregado não possui pouquíssimo compromisso com o trabalho,2
O empregado não possui pouquíssimo trabalho colaborativo,2
O empregado não possui pouquíssimo desempenho,2
O empregado não possui pouquíssimo esforço,2
O empregado não possui pouquíssimo perfil de gestor,2
O empregado não possui pouquíssimo raciocínio lógico,2
O empregado não possui pouquíssimo planejamento das atividades,2
O empregado não possui pouquíssimo respeito,2
O empregado possui pouco conhecimento técnico,-2
O empregado possui pouco planejamento pessoal,-2
O empregado possui pouco comprometimento,-2
O empregado possui pouco compromisso com o trabalho,-2
O empregado possui pouco trabalho colaborativo,-2
O empregado possui pouco desempenho,-2
O empregado possui pouco esforço,-2
O empregado possui pouco perfil de gestor,-2
O empregado possui pouco raciocínio lógico,-2
O empregado possui pouco planejamento das atividades,-2
O empregado possui pouco respeito,-2
O empregado não possui pouco conhecimento técnico,2
O empregado não possui pouco planejamento pessoal,2
O empregado não possui pouco comprometimento,2
O empregado não possui pouco compromisso com o trabalho,2
O empregado não possui pouco trabalho colaborativo,2
O empregado não possui pouco desempenho,2
O empregado não possui pouco esforço,2
O empregado não possui pouco perfil de gestor,2
O empregado não possui pouco raciocínio lógico,2
O empregado não possui pouco planejamento das atividades,2
O empregado não possui pouco respeito,2
O empregado possui conhecimento técnico,1
O empregado possui planejamento pessoal,1
O empregado possui comprometimento,1
O empregado possui compromisso com o trabalho,1
O empregado possui trabalho colaborativo,1
O empregado possui desempenho,1
O empregado possui esforço,1
O empregado possui perfil de gestor,1
O empregado possui raciocínio lógico,1
O empregado possui planejamento das atividades,1
O empregado possui respeito,1
O empregado não possui conhecimento técnico,-1
O empregado não possui planejamento pessoal,-1
O empregado não possui comprometimento,-1
O empregado não possui compromisso com o trabalho,-1
O empregado não possui trabalho colaborativo,-1
O empregado não possui desempenho,-1
O empregado não possui esforço,-1
O empregado não possui perfil de gestor,-1
O empregado não possui raciocínio lógico,-1
O empregado não possui planejamento das atividades,-1
O empregado não possui respeito,-1
O empregado possui muito conhecimento técnico,2
O empregado possui muito planejamento pessoal,2
O empregado possui muito comprometimento,2
O empregado possui muito compromisso com o trabalho,2
O empregado possui muito trabalho colaborativo,2
O empregado possui muito desempenho,2
O empregado possui muito esforço,2
O empregado possui muito perfil de gestor,2
O empregado possui muito raciocínio lógico,2
O empregado possui muito planejamento das atividades,2
O empregado possui muito respeito,2
O empregado não possui muito conhecimento técnico,-2
O empregado não possui muito planejamento pessoal,-2
O empregado não possui muito comprometimento,-2
O empregado não possui muito compromisso com o trabalho,-2
O empregado não possui muito trabalho colaborativo,-2
O empregado não possui muito desempenho,-2
O empregado não possui muito esforço,-2
O empregado não possui muito perfil de gestor,-2
O empregado não possui muito raciocínio lógico,-2
O empregado não possui muito planejamento das atividades,-2
O empregado não possui muito respeito,-2
O empregado possui muitíssimo conhecimento técnico,2
O empregado possui muitíssimo planejamento pessoal,2
O empregado possui muitíssimo comprometimento,2
O empregado possui muitíssimo compromisso com o trabalho,2
O empregado possui muitíssimo trabalho colaborativo,2
O empregado possui muitíssimo desempenho,2
O empregado possui muitíssimo esforço,2
O empregado possui muitíssimo perfil de gestor,2
O empregado possui muitíssimo raciocínio lógico,2
O empregado possui muitíssimo planejamento das atividades,2
O empregado possui muitíssimo respeito,2
O empregado não possui muitíssimo conhecimento técnico,-2
O empregado não possui muitíssimo planejamento pessoal,-2
O empregado não possui muitíssimo comprometimento,-2
O empregado não possui muitíssimo compromisso com o trabalho,-2
O empregado não possui muitíssimo trabalho colaborativo,-2
O empregado não possui muitíssimo desempenho,-2
O empregado não possui muitíssimo esforço,-2
O empregado não possui muitíssimo perfil de gestor,-2
O empregado não possui muitíssimo raciocínio lógico,-2
O empregado não possui muitíssimo planejamento das atividades,-2
O empregado não possui muitíssimo respeito,-2
O funcionário é dispensável para [organizacao],-1
O funcionário não é dispensável para [organizacao],1
O funcionário é necessário para [organizacao],1
O funcionário não é necessário para [organizacao],-1
O funcionário é importante para [organizacao],1
O funcionário não é importante para [organizacao],-1
O funcionário é essencial para [organizacao],2
O funcionário não é essencial para [organizacao],-2
O funcionário é indispensável para [organizacao],2
O funcionário não é indispensável para [organizacao],-2
Um dos destaques do empregado é sua perspicácia,0
Um dos destaques do empregado é sua visão gerencial,0
Um dos destaques do empregado é sua influência na empresa,0
Um dos destaques do empregado é sua clareza,0
Um dos destaques do empregado é sua qualidades,0
Um dos destaques do empregado é sua experiência,0
Um dos destaques do empregado é sua liderançavisão estratégica,0
Um dos destaques do empregado é sua criatividade,0
Um dos destaques do empregado é sua ética,0
Um dos destaques do empregado é sua competências comportamentais,0
Um dos destaques do empregado é sua assiduidade,0
Um dos destaques do empregado é sua dedicação,0
Um dos destaques do empregado é sua confiabilidade,0
Um dos destaques do empregado é sua capacidade técnica,0
Um dos destaques do empregado é sua facilidade com os problemas encontrados,0
Um dos destaques do empregado é sua inovação,0
Um dos destaques do empregado é sua competências técnicas,0
Um dos destaques do empregado é sua educação,0
Um dos destaques do empregado é sua organização,0
Um dos destaques do empregado é sua comunicação,0
Um dos destaques do empregado é sua inteligência social e emocional,0
Um dos destaques do empregado é sua responsabilidade,0
Um dos destaques do empregado é sua performance,0
Um dos destaques do empregado é sua desenvoltura,0
Os colegas apontam que a principal qualidade do empregado é seu conhecimento técnico,0
Os colegas apontam que a principal qualidade do empregado é seu planejamento pessoal,0
Os colegas apontam que a principal qualidade do empregado é seu comprometimento,0
Os colegas apontam que a principal qualidade do empregado é seu compromisso com o trabalho,0
Os colegas apontam que a principal qualidade do empregado é seu trabalho colaborativo,0
Os colegas apontam que a principal qualidade do empregado é seu desempenho,0
Os colegas apontam que a principal qualidade do empregado é seu esforço,0
Os colegas apontam que a principal qualidade do empregado é seu perfil de gestor,0
Os colegas apontam que a principal qualidade do empregado é seu raciocínio lógico,0
Os colegas apontam que a principal qualidade do empregado é seu planejamento das atividades,0
Os colegas apontam que a principal qualidade do empregado é seu respeito,0
O desempenho do empregado é péssimo,-2
O desempenho do empregado é ruim,-1
O desempenho do empregado é abaixo do esperado,-1
O desempenho do empregado é baixo,-1
O desempenho do empregado é mediano,0
O desempenho do empregado é aceitável,0
O desempenho do empregado é na média,0
O desempenho do empregado é acima do esperado,1
O desempenho do empregado é bom,1
O desempenho do empregado é alto,1
O desempenho do empregado é ótimo,2
Alcançou níveis péssimos de desempenho e performance,-2
Alcançou níveis ruins de desempenho e performance,-1
Alcançou níveis abaixo do esperado de desempenho e performance,-1
Alcançou níveis medianos de desempenho e performance,0
Alcançou níveis aceitáveis de desempenho e performance,0
Alcançou níveis na média de desempenho e performance,0
Alcançou níveis acima do esperado de desempenho e performance,1
Alcançou níveis bons de desempenho e performance,1
Alcançou níveis altos de desempenho e performance,1
Alcançou níveis ótimos de desempenho e performance,2
"É pouquíssimo respeitado pelos colaboradores por compartilhar preocupações, problemas e oportunidades",-2
"É pouco respeitado pelos colaboradores por compartilhar preocupações, problemas e oportunidades",-2
"É respeitado pelos colaboradores por compartilhar preocupações, problemas e oportunidades",1
"É muito respeitado pelos colaboradores por compartilhar preocupações, problemas e oportunidades",2
"É muitíssimo respeitado pelos colaboradores por compartilhar preocupações, problemas e oportunidades",2
Incentiva a colaboração com a equipe,1
Não incentiva a colaboração com a equipe,-1
Compartilha ideias e técnicas,1
Não compartilha ideias e técnicas,-1
Constrói bons relacionamentos através [ação],1
Não constrói bons relacionamentos através [ação],-1
Demonstra espírito harmonioso e cooperativo através [ação],1
Não demonstra espírito harmonioso e cooperativo através [ação],-1
Gosta de compartilhar sua experiência,1
Não gosta de compartilhar sua experiência,-1
Busca soluções inovadoras,1
Não busca soluções inovadoras,-1
Fomenta a curiosidade por soluções inovadoras,1
Não fomenta a curiosidade por soluções inovadoras,-1
Promove a inovação através [exemplo],1
Não promove a inovação através [exemplo],-1
Estabelece relações de trabalho efetivas,1
Não estabelece relações de trabalho efetivas,-1
Busca sinergia,1
Não busca sinergia,-1
Promove a cultura empresarial entre seus colegas de trabalho,1
Não promove a cultura empresarial entre seus colegas de trabalho,-1
Promove a cultura de aprendizado,1
Não promove a cultura de aprendizado,-1
"Responde rapidamente a novas instruções, situações, métodos e procedimentos",1
"Não responde rapidamente a novas instruções, situações, métodos e procedimentos",-1
Finalizou pouquíssimos projetos,-2
Finalizou poucos projetos,-2
Finalizou projetos,1
Finalizou muitos projetos,2
Finalizou muitíssimos projetos,2
Finalizou projetos com resultados péssimos,-2
Finalizou projetos com resultados ruins,-1
Finalizou projetos com resultados abaixo do esperado,-1
Finalizou projetos com resultados medianos,0
Finalizou projetos com resultados aceitáveis,0
Finalizou projetos com resultados na média,0
Finalizou projetos com resultados acima do esperado,1
Finalizou projetos com resultados bons,1
Finalizou projetos com resultados altos,1
Finalizou projetos com resultados ótimos,2
Cumpre todos os prazos,1
Não cumpre todos os prazos,-1
Respeita o tempo dos outros,1
Não respeita o tempo dos outros,-1
Utiliza o tempo de forma eficaz,1
Não utiliza o tempo de forma eficaz,-1
